Year,Month,Anomaly,Date,Max,Min
1876,7,-0.114,1876-7,-0.319,-0.634
1876,8,-0.471,1876-8,-0.14,-0.623
1876,9,-0.428,1876-9,-0.15,-0.633
1876,10,-0.343,1876-10,-0.636,-0.944
1876,11,-1.001,1876-11,-1.184,-1.553
1876,12,-1.504,1876-12,-0.5,-1.681
1877,1,-0.436,1877-1,-0.065,-0.751
1877,2,-0.379,1877-2,0.627,-0.008
1877,3,-0.06,1877-3,-0.481,-1.138
1877,4,-0.367,1877-4,-0.504,-0.479
1877,5,-0.26,1877-5,-0.608,-0.433
1877,6,-0.152,1877-6,-0.215,-0.877
1877,7,0.225,1877-7,0.493,-0.354
1877,8,0.215,1877-8,0.961,-0.422
1877,9,-0.008,1877-9,-0.035,-0.477
1877,10,-0.022,1877-10,-0.541,-0.792
1877,11,0.099,1877-11,0.048,0.314
1877,12,-0.832,1877-12,0.375,1.036
1878,1,-0.699,1878-1,0.1,-0.36
1878,2,0.452,1878-2,0.651,0.786
1878,3,1.248,1878-3,1.005,0.849
1878,4,0.475,1878-4,0.66,0.58
1878,5,-0.335,1878-5,-0.317,-0.353
1878,6,0.267,1878-6,0.135,-0.049
1878,7,0.475,1878-7,0.217,0.003
1878,8,0.243,1878-8,0.428,-0.056
1878,9,0.028,1878-9,-0.072,-0.2
1878,10,-0.026,1878-10,0.358,0.031
1878,11,0.232,1878-11,0.909,0.114
1878,12,-0.336,1878-12,0.277,-0.59
1879,1,-0.364,1879-1,0.535,-0.383
1879,2,-0.642,1879-2,-0.05,-0.465
1879,3,-0.414,1879-3,-0.415,-0.727
1879,4,-0.668,1879-4,-0.053,-0.337
1879,5,-0.567,1879-5,-0.451,-0.663
1879,6,-0.256,1879-6,-0.359,-0.454
1879,7,-0.169,1879-7,-0.541,-0.556
1879,8,-0.649,1879-8,-0.352,-0.584
1879,9,-0.735,1879-9,-0.194,-0.581
1879,10,-0.067,1879-10,-0.19,-0.782
1879,11,-0.612,1879-11,-0.214,-1.192
1879,12,-1.15,1879-12,-0.992,-2.133
1880,1,-0.903,1880-1,-0.144,-0.751
1880,2,-1.304,1880-2,-0.783,-1.136
1880,3,-0.877,1880-3,-0.474,-1.323
1880,4,-0.901,1880-4,-0.303,-1.148
1880,5,-0.332,1880-5,-0.334,-0.54
1880,6,-0.342,1880-6,-0.136,-0.813
1880,7,-0.293,1880-7,-0.283,-0.641
1880,8,-0.216,1880-8,-0.09,-0.527
1880,9,-0.774,1880-9,-0.335,-0.381
1880,10,-0.615,1880-10,-0.609,-0.753
1880,11,-0.347,1880-11,-1.041,-1.38
1880,12,-0.549,1880-12,-1.543,-1.224
1881,1,-0.223,1881-1,-0.756,-1.172
1881,2,-0.688,1881-2,-0.353,-0.409
1881,3,-0.398,1881-3,-0.289,-0.601
1881,4,-0.087,1881-4,-0.039,0.003
1881,5,-0.216,1881-5,-0.083,0.086
1881,6,-0.836,1881-6,-0.395,-0.623
1881,7,-0.296,1881-7,0.163,-0.101
1881,8,-0.233,1881-8,0.233,0.003
1881,9,-0.45,1881-9,-0.495,-0.408
1881,10,-0.437,1881-10,-0.803,-0.541
1881,11,-0.85,1881-11,-0.917,-0.812
1881,12,-0.457,1881-12,-0.566,-0.972
1882,1,0.37,1882-1,0.256,-0.347
1882,2,-0.053,1882-2,-0.246,-0.697
1882,3,-0.367,1882-3,-0.49,-0.925
1882,4,-0.71,1882-4,-0.645,-0.661
1882,5,-0.524,1882-5,-0.484,-0.463
1882,6,-0.792,1882-6,-0.456,-0.463
1882,7,-0.748,1882-7,-0.504,-0.512
1882,8,-0.297,1882-8,0.078,-0.258
1882,9,-0.392,1882-9,-0.09,-0.42
1882,10,-0.825,1882-10,-0.323,-0.739
1882,11,-1.103,1882-11,-0.247,-1.169
1882,12,-1.554,1882-12,-0.646,-1.332
1883,1,-1.109,1883-1,-0.931,-1.615
1883,2,-1.345,1883-2,-1.371,-1.747
1883,3,-0.4,1883-3,-0.881,-1.192
1883,4,-0.689,1883-4,-0.404,-0.725
1883,5,-0.606,1883-5,-0.395,-0.529
1883,6,-0.248,1883-6,0.612,-0.183
1883,7,-0.464,1883-7,-0.007,-0.691
1883,8,-0.72,1883-8,-0.287,-0.607
1883,9,-0.816,1883-9,-0.317,-0.862
1883,10,-0.313,1883-10,-0.361,-0.749
1883,11,-1.175,1883-11,-0.722,-1.076
1883,12,-0.417,1883-12,-0.652,-1.227
1884,1,-0.462,1884-1,-0.503,-1.302
1884,2,-0.701,1884-2,-0.607,-1.299
1884,3,-1.466,1884-3,-0.677,-1.682
1884,4,-1.203,1884-4,-0.725,-1.524
1884,5,-1.193,1884-5,-0.875,-1.337
1884,6,-0.97,1884-6,-0.487,-1.113
1884,7,-0.817,1884-7,-0.646,-1.014
1884,8,-0.668,1884-8,-0.53,-0.851
1884,9,-0.847,1884-9,-0.695,-0.969
1884,10,-0.78,1884-10,-0.819,-1.039
1884,11,-0.942,1884-11,-1.004,-1.428
1884,12,-0.569,1884-12,-0.982,-1.011
1885,1,-1.551,1885-1,-1.716,-1.812
1885,2,-1.02,1885-2,-0.823,-1.112
1885,3,-0.701,1885-3,-0.501,-1.205
1885,4,-0.952,1885-4,-0.61,-0.744
1885,5,-0.842,1885-5,-0.411,-1.051
1885,6,-0.846,1885-6,-0.464,-0.922
1885,7,-0.446,1885-7,0.076,-0.693
1885,8,-0.607,1885-8,0.187,-0.857
1885,9,-0.695,1885-9,-0.52,-0.908
1885,10,-0.525,1885-10,-0.081,-0.782
1885,11,-0.78,1885-11,-0.258,-1.23
1885,12,-0.04,1885-12,0.026,-0.054
1886,1,-1.191,1886-1,-1.156,-1.205
1886,2,-1.518,1886-2,-0.997,-1.514
1886,3,-1.228,1886-3,-0.497,-1.565
1886,4,-0.529,1886-4,-0.133,-1.058
1886,5,-0.67,1886-5,-0.074,-0.949
1886,6,-0.779,1886-6,-0.123,-0.908
1886,7,-0.238,1886-7,-0.003,-0.336
1886,8,-0.639,1886-8,-0.311,-0.576
1886,9,-0.55,1886-9,-0.485,-0.626
1886,10,-0.747,1886-10,-0.221,-0.91
1886,11,-0.92,1886-11,-0.301,-1.321
1886,12,-0.151,1886-12,-0.412,-0.262
1887,1,-1.789,1887-1,-1.102,-1.919
1887,2,-1.186,1887-2,-0.716,-1.502
1887,3,-0.837,1887-3,-0.348,-1.299
1887,4,-0.618,1887-4,-0.302,-0.88
1887,5,-0.597,1887-5,0.154,-0.806
1887,6,-0.724,1887-6,-0.865,-0.988
1887,7,-0.409,1887-7,-0.208,-0.199
1887,8,-0.867,1887-8,-0.469,-0.635
1887,9,-0.466,1887-9,-0.46,-0.524
1887,10,-0.601,1887-10,-0.253,-0.892
1887,11,-0.631,1887-11,0.011,-0.889
1887,12,-0.831,1887-12,-0.662,-1.069
1888,1,-0.878,1888-1,-1.206,-1.385
1888,2,-1.248,1888-2,-0.982,-0.945
1888,3,-1.063,1888-3,-0.567,-1.334
1888,4,-0.635,1888-4,-0.399,-0.72
1888,5,-0.771,1888-5,-0.802,-0.863
1888,6,-0.686,1888-6,-0.419,-0.951
1888,7,-0.225,1888-7,-0.012,-0.577
1888,8,-0.437,1888-8,-0.307,-0.692
1888,9,-0.495,1888-9,-0.066,-0.76
1888,10,-0.13,1888-10,-0.137,-0.46
1888,11,-0.367,1888-11,-0.204,-0.495
1888,12,-0.482,1888-12,0.303,-0.823
1889,1,-0.83,1889-1,-0.659,-1.148
1889,2,0.2,1889-2,-0.127,-0.291
1889,3,-0.066,1889-3,0.447,-0.042
1889,4,0.166,1889-4,0.104,0.186
1889,5,-0.214,1889-5,-0.024,-0.247
1889,6,-0.261,1889-6,0.092,-0.219
1889,7,-0.189,1889-7,0.305,-0.087
1889,8,-0.461,1889-8,0.053,-0.395
1889,9,-0.6,1889-9,-0.451,-0.634
1889,10,-0.505,1889-10,-0.089,-0.909
1889,11,-1.162,1889-11,-0.445,-1.238
1889,12,-0.59,1889-12,0.167,-0.725
1890,1,-0.832,1890-1,-0.536,-1.387
1890,2,-0.817,1890-2,-0.288,-1.201
1890,3,-1.173,1890-3,-0.746,-1.52
1890,4,-0.655,1890-4,-0.585,-0.706
1890,5,-0.965,1890-5,-0.306,-1.381
1890,6,-0.706,1890-6,-0.58,-0.774
1890,7,-0.41,1890-7,-0.378,-0.647
1890,8,-0.678,1890-8,-0.401,-0.991
1890,9,-0.626,1890-9,-0.653,-0.833
1890,10,-0.131,1890-10,-0.206,-0.307
1890,11,-1.175,1890-11,-0.243,-1.651
1890,12,-0.722,1890-12,-0.485,-0.993
1891,1,-0.951,1891-1,-0.524,-1.04
1891,2,-1.369,1891-2,-0.856,-1.901
1891,3,-0.583,1891-3,-0.598,-0.741
1891,4,-0.79,1891-4,-0.344,-1.113
1891,5,-0.6,1891-5,-0.603,-0.961
1891,6,-0.683,1891-6,-0.655,-0.84
1891,7,-0.516,1891-7,-0.209,-0.745
1891,8,-0.472,1891-8,-0.225,-0.792
1891,9,-0.423,1891-9,-0.12,-0.612
1891,10,-0.615,1891-10,-0.051,-0.913
1891,11,-1.07,1891-11,-0.663,-1.364
1891,12,-0.057,1891-12,0.644,-0.568
1892,1,-0.62,1892-1,-0.562,-1.13
1892,2,-0.486,1892-2,0.036,-0.709
1892,3,-1.037,1892-3,-0.564,-1.259
1892,4,-0.823,1892-4,-0.518,-1.094
1892,5,-0.744,1892-5,-0.566,-0.895
1892,6,-0.281,1892-6,-0.263,-0.578
1892,7,-0.545,1892-7,-0.255,-0.548
1892,8,-0.508,1892-8,-0.359,-0.612
1892,9,-0.405,1892-9,-0.12,-0.748
1892,10,-0.045,1892-10,-0.013,-0.14
1892,11,-1.23,1892-11,-1.251,-1.552
1892,12,-0.772,1892-12,-0.824,-1.194
1893,1,-2.101,1893-1,-2.262,-2.393
1893,2,-1.595,1893-2,-1.397,-1.9
1893,3,-0.433,1893-3,-0.242,-0.666
1893,4,-0.402,1893-4,-0.644,-0.768
1893,5,-0.656,1893-5,-0.479,-0.892
1893,6,-0.501,1893-6,-0.35,-0.631
1893,7,-0.111,1893-7,-0.212,-0.297
1893,8,-0.457,1893-8,-0.335,-0.643
1893,9,-0.398,1893-9,-0.26,-0.635
1893,10,-0.197,1893-10,0.049,-0.502
1893,11,-0.331,1893-11,-0.193,-0.739
1893,12,-0.627,1893-12,-0.278,-1.182
1894,1,-0.975,1894-1,-0.759,-1.319
1894,2,-0.421,1894-2,-0.103,-0.679
1894,3,-0.354,1894-3,-0.266,-0.715
1894,4,-0.763,1894-4,-0.612,-0.948
1894,5,-0.459,1894-5,-0.333,-0.72
1894,6,-0.684,1894-6,-0.52,-0.829
1894,7,-0.392,1894-7,-0.311,-0.539
1894,8,-0.452,1894-8,-0.371,-0.669
1894,9,-0.581,1894-9,-0.606,-0.72
1894,10,-0.19,1894-10,-0.086,-0.576
1894,11,-0.724,1894-11,-0.61,-1.109
1894,12,-0.562,1894-12,-0.456,-0.674
1895,1,-1.326,1895-1,-1.198,-1.392
1895,2,-1.23,1895-2,-0.715,-1.63
1895,3,-0.716,1895-3,-0.539,-0.975
1895,4,-0.218,1895-4,0.139,-0.494
1895,5,-0.525,1895-5,-0.359,-0.765
1895,6,-0.471,1895-6,-0.291,-0.557
1895,7,-0.334,1895-7,-0.504,-0.498
1895,8,-0.415,1895-8,-0.283,-0.785
1895,9,-0.405,1895-9,-0.396,-0.608
1895,10,-0.189,1895-10,0.053,-0.63
1895,11,-0.383,1895-11,-0.352,-0.668
1895,12,-0.232,1895-12,0.048,-0.57
1896,1,-0.357,1896-1,-0.237,-0.609
1896,2,-0.583,1896-2,-0.592,-1
1896,3,-1.113,1896-3,-0.903,-1.4
1896,4,-1.069,1896-4,-0.915,-1.207
1896,5,-0.504,1896-5,-0.356,-0.816
1896,6,-0.271,1896-6,-0.089,-0.688
1896,7,-0.205,1896-7,-0.313,-0.375
1896,8,-0.312,1896-8,-0.188,-0.784
1896,9,-0.32,1896-9,-0.266,-0.728
1896,10,0.121,1896-10,0.323,-0.259
1896,11,-0.773,1896-11,-0.627,-0.998
1896,12,-0.366,1896-12,-0.34,-0.655
1897,1,-0.681,1897-1,-0.752,-0.745
1897,2,-0.796,1897-2,-0.963,-1.089
1897,3,-1.022,1897-3,-0.958,-1.442
1897,4,-0.111,1897-4,-0.149,-0.657
1897,5,-0.008,1897-5,-0.049,-0.39
1897,6,-0.24,1897-6,0.109,-0.297
1897,7,-0.176,1897-7,0.082,-0.191
1897,8,-0.291,1897-8,-0.036,-0.538
1897,9,-0.26,1897-9,-0.148,-0.471
1897,10,-0.082,1897-10,0.069,-0.267
1897,11,-0.49,1897-11,-0.117,-0.663
1897,12,-0.472,1897-12,-0.66,-0.494
1898,1,0.118,1898-1,0.15,-0.106
1898,2,-0.914,1898-2,-0.945,-1.221
1898,3,-1.605,1898-3,-1.189,-2.091
1898,4,-0.49,1898-4,-0.078,-0.956
1898,5,-0.578,1898-5,-0.23,-0.921
1898,6,-0.117,1898-6,0.098,-0.496
1898,7,-0.293,1898-7,-0.058,-0.469
1898,8,-0.335,1898-8,-0.157,-0.454
1898,9,-0.363,1898-9,-0.303,-0.444
1898,10,-0.468,1898-10,-0.401,-0.742
1898,11,-0.653,1898-11,-0.299,-0.957
1898,12,-0.234,1898-12,0.235,-0.502
1899,1,-0.079,1899-1,0.236,-0.464
1899,2,-0.903,1899-2,-0.911,-0.962
1899,3,-0.79,1899-3,-0.693,-0.97
1899,4,-0.194,1899-4,0.039,-0.327
1899,5,-0.359,1899-5,-0.197,-0.494
1899,6,-0.638,1899-6,-0.487,-0.656
1899,7,-0.232,1899-7,-0.054,-0.519
1899,8,-0.135,1899-8,-0.138,-0.464
1899,9,-0.015,1899-9,0.228,-0.372
1899,10,0.086,1899-10,0.212,-0.043
1899,11,0.453,1899-11,0.675,0.402
1899,12,-0.659,1899-12,-0.474,-0.886
1900,1,-1.122,1900-1,-0.958,-1.272
1900,2,-0.139,1900-2,0.111,-0.281
1900,3,0.093,1900-3,0.108,-0.092
1900,4,-0.158,1900-4,-0.418,-0.284
1900,5,0.061,1900-5,0.129,-0.2
1900,6,-0.156,1900-6,0.142,-0.347
1900,7,-0.198,1900-7,-0.3,-0.348
1900,8,-0.066,1900-8,0.101,-0.19
1900,9,-0.157,1900-9,-0.236,-0.441
1900,10,0.367,1900-10,0.446,0.229
1900,11,-0.381,1900-11,-0.258,-0.497
1900,12,-0.03,1900-12,0.205,-0.165
1901,1,-0.484,1901-1,-0.269,-0.729
1901,2,-0.137,1901-2,0.05,-0.112
1901,3,0.239,1901-3,0.123,-0.034
1901,4,0.121,1901-4,0.332,-0.194
1901,5,-0.201,1901-5,0.018,-0.567
1901,6,-0.109,1901-6,-0.026,-0.397
1901,7,-0.065,1901-7,0.13,-0.329
1901,8,-0.095,1901-8,0.157,-0.444
1901,9,-0.157,1901-9,-0.126,-0.524
1901,10,-0.273,1901-10,-0.079,-0.57
1901,11,-0.178,1901-11,0.257,-0.542
1901,12,-0.309,1901-12,-0.094,-0.648
1902,1,0.011,1902-1,0.571,-0.271
1902,2,0.311,1902-2,0.736,-0.031
1902,3,-0.52,1902-3,-0.282,-0.817
1902,4,-0.407,1902-4,-0.494,-0.825
1902,5,-0.465,1902-5,-0.279,-0.788
1902,6,-0.301,1902-6,0.006,-0.651
1902,7,-0.197,1902-7,0.048,-0.502
1902,8,-0.322,1902-8,0.189,-0.638
1902,9,-0.333,1902-9,-0.109,-0.739
1902,10,-0.468,1902-10,-0.263,-0.767
1902,11,-0.896,1902-11,-0.58,-1.057
1902,12,-0.983,1902-12,-0.704,-1.317
1903,1,-0.154,1903-1,0.198,-0.343
1903,2,0.249,1903-2,0.237,-0.066
1903,3,-0.408,1903-3,-0.337,-0.561
1903,4,-0.503,1903-4,-0.352,-0.671
1903,5,-0.564,1903-5,-0.512,-0.712
1903,6,-0.65,1903-6,-0.427,-0.736
1903,7,-0.428,1903-7,-0.375,-0.588
1903,8,-0.498,1903-8,-0.442,-0.535
1903,9,-0.624,1903-9,-0.65,-0.705
1903,10,-0.45,1903-10,-0.425,-0.613
1903,11,-0.602,1903-11,-0.471,-0.643
1903,12,-0.759,1903-12,-0.518,-0.943
1904,1,-0.943,1904-1,-1.091,-1.012
1904,2,-0.938,1904-2,-0.614,-1.133
1904,3,-0.828,1904-3,-0.823,-0.951
1904,4,-0.696,1904-4,-0.592,-0.894
1904,5,-0.552,1904-5,-0.295,-0.669
1904,6,-0.535,1904-6,-0.183,-0.726
1904,7,-0.593,1904-7,-0.46,-0.673
1904,8,-0.48,1904-8,-0.178,-0.614
1904,9,-0.747,1904-9,-0.564,-0.961
1904,10,-0.501,1904-10,-0.28,-0.461
1904,11,0.059,1904-11,0.215,-0.087
1904,12,-0.347,1904-12,-0.003,-0.418
1905,1,-0.335,1905-1,-0.24,-0.554
1905,2,-1.282,1905-2,-1.34,-1.42
1905,3,-0.654,1905-3,-0.807,-0.678
1905,4,-0.594,1905-4,-0.641,-0.789
1905,5,-0.373,1905-5,-0.283,-0.518
1905,6,-0.38,1905-6,-0.199,-0.534
1905,7,-0.315,1905-7,-0.244,-0.47
1905,8,-0.306,1905-8,-0.119,-0.418
1905,9,-0.348,1905-9,-0.369,-0.433
1905,10,-0.276,1905-10,-0.23,-0.395
1905,11,0.033,1905-11,0.231,0.01
1905,12,-0.288,1905-12,-0.083,-0.285
1906,1,-0.534,1906-1,-0.184,-0.879
1906,2,-0.883,1906-2,-0.997,-0.882
1906,3,-0.429,1906-3,-0.324,-0.644
1906,4,0.256,1906-4,0.394,0.052
1906,5,-0.114,1906-5,-0.072,-0.386
1906,6,-0.186,1906-6,-0.006,-0.227
1906,7,-0.262,1906-7,-0.024,-0.237
1906,8,-0.206,1906-8,-0.152,-0.227
1906,9,-0.362,1906-9,-0.421,-0.43
1906,10,-0.022,1906-10,-0.102,-0.084
1906,11,-0.625,1906-11,-0.571,-0.942
1906,12,0.049,1906-12,0.13,-0.02
1907,1,-0.83,1907-1,-0.312,-1.11
1907,2,-1.13,1907-2,-1.129,-1.16
1907,3,-0.763,1907-3,-0.731,-1.05
1907,4,-0.782,1907-4,-0.935,-0.948
1907,5,-0.995,1907-5,-0.882,-1.336
1907,6,-0.78,1907-6,-0.605,-1.045
1907,7,-0.614,1907-7,-0.479,-0.759
1907,8,-0.55,1907-8,-0.516,-0.7
1907,9,-0.433,1907-9,-0.512,-0.81
1907,10,-0.043,1907-10,0.059,-0.275
1907,11,-0.899,1907-11,-0.947,-1.181
1907,12,-0.684,1907-12,-0.206,-0.994
1908,1,-0.333,1908-1,0.029,-0.805
1908,2,-0.421,1908-2,-0.51,-0.744
1908,3,-1.167,1908-3,-0.848,-1.561
1908,4,-0.521,1908-4,-0.393,-0.66
1908,5,-0.246,1908-5,-0.234,-0.568
1908,6,-0.265,1908-6,-0.186,-0.633
1908,7,-0.208,1908-7,-0.336,-0.372
1908,8,-0.533,1908-8,-0.358,-0.641
1908,9,-0.151,1908-9,-0.213,-0.387
1908,10,-0.404,1908-10,-0.42,-0.661
1908,11,-0.866,1908-11,-0.624,-1.194
1908,12,-0.6,1908-12,-0.296,-0.891
1909,1,-1.217,1909-1,-1.129,-1.482
1909,2,-0.536,1909-2,-0.437,-0.879
1909,3,-0.725,1909-3,-0.527,-1.054
1909,4,-0.777,1909-4,-0.814,-0.955
1909,5,-0.732,1909-5,-0.428,-0.975
1909,6,-0.541,1909-6,-0.493,-0.718
1909,7,-0.331,1909-7,-0.27,-0.395
1909,8,-0.132,1909-8,-0.005,-0.286
1909,9,-0.225,1909-9,-0.071,-0.564
1909,10,-0.105,1909-10,0.087,-0.367
1909,11,0.091,1909-11,0.349,-0.278
1909,12,-0.449,1909-12,-0.409,-0.668
1910,1,-0.313,1910-1,-0.211,-0.51
1910,2,-0.45,1910-2,-0.758,-0.753
1910,3,-0.708,1910-3,-0.537,-1.167
1910,4,-0.27,1910-4,0.073,-0.715
1910,5,-0.353,1910-5,-0.147,-0.761
1910,6,-0.392,1910-6,-0.234,-0.687
1910,7,-0.141,1910-7,-0.107,-0.293
1910,8,-0.189,1910-8,-0.199,-0.468
1910,9,-0.381,1910-9,-0.358,-0.686
1910,10,-0.276,1910-10,-0.157,-0.602
1910,11,-0.813,1910-11,-0.648,-1.239
1910,12,-1.001,1910-12,-0.618,-1.222
1911,1,-1.015,1911-1,-1.052,-1.106
1911,2,-0.795,1911-2,-0.766,-1.174
1911,3,-0.965,1911-3,-0.774,-1.18
1911,4,-0.373,1911-4,-0.082,-0.558
1911,5,-0.519,1911-5,-0.48,-0.815
1911,6,-0.481,1911-6,-0.294,-0.778
1911,7,-0.331,1911-7,-0.176,-0.481
1911,8,-0.411,1911-8,-0.311,-0.577
1911,9,-0.465,1911-9,-0.468,-0.69
1911,10,-0.027,1911-10,-0.05,-0.261
1911,11,-0.183,1911-11,-0.023,-0.295
1911,12,-0.291,1911-12,-0.286,-0.236
1912,1,-0.263,1912-1,-0.152,-0.551
1912,2,0.062,1912-2,0.44,-0.208
1912,3,-0.972,1912-3,-0.476,-1.338
1912,4,-0.122,1912-4,-0.103,-0.315
1912,5,-0.131,1912-5,0.309,-0.402
1912,6,-0.073,1912-6,0.121,-0.355
1912,7,-0.661,1912-7,-0.383,-0.614
1912,8,-0.824,1912-8,-0.569,-0.807
1912,9,-0.925,1912-9,-0.563,-1.173
1912,10,-0.949,1912-10,-0.928,-1.085
1912,11,-0.619,1912-11,-0.446,-0.84
1912,12,-0.625,1912-12,-0.747,-0.699
1913,1,-0.561,1913-1,-0.372,-0.773
1913,2,-0.854,1913-2,-0.675,-0.878
1913,3,-0.806,1913-3,-0.791,-0.995
1913,4,-0.328,1913-4,-0.02,-0.572
1913,5,-0.622,1913-5,-0.404,-0.828
1913,6,-0.503,1913-6,-0.197,-0.939
1913,7,-0.229,1913-7,0.074,-0.525
1913,8,-0.16,1913-8,0.049,-0.412
1913,9,-0.357,1913-9,-0.12,-0.731
1913,10,-0.216,1913-10,-0.136,-0.48
1913,11,-0.093,1913-11,-0.007,-0.245
1913,12,0.414,1913-12,0.463,0.259
1914,1,0.715,1914-1,0.646,0.491
1914,2,-0.034,1914-2,-0.427,-0.06
1914,3,-0.367,1914-3,-0.2,-0.701
1914,4,-0.252,1914-4,-0.19,-0.583
1914,5,-0.071,1914-5,0.031,-0.317
1914,6,-0.018,1914-6,0.094,-0.37
1914,7,-0.098,1914-7,0.051,-0.301
1914,8,-0.182,1914-8,0.016,-0.288
1914,9,-0.206,1914-9,-0.189,-0.476
1914,10,0.137,1914-10,0.261,-0.011
1914,11,-0.336,1914-11,-0.286,-0.281
1914,12,-0.071,1914-12,-0.299,0.021
1915,1,-0.324,1915-1,-0.335,-0.542
1915,2,0.038,1915-2,-0.1,0.009
1915,3,-0.169,1915-3,-0.287,-0.503
1915,4,0.351,1915-4,0.267,0.286
1915,5,0.121,1915-5,-0.076,-0.02
1915,6,-0.227,1915-6,-0.167,-0.431
1915,7,0.007,1915-7,0.259,-0.074
1915,8,-0.172,1915-8,0.205,-0.358
1915,9,-0.27,1915-9,-0.107,-0.305
1915,10,-0.301,1915-10,-0.135,-0.569
1915,11,0.078,1915-11,0.484,-0.324
1915,12,-0.097,1915-12,0.288,-0.417
1916,1,-0.071,1916-1,0.049,-0.017
1916,2,-0.273,1916-2,-0.112,-0.459
1916,3,-0.481,1916-3,-0.203,-0.8
1916,4,-0.28,1916-4,-0.234,-0.49
1916,5,-0.381,1916-5,-0.133,-0.623
1916,6,-0.58,1916-6,-0.378,-0.71
1916,7,-0.356,1916-7,-0.143,-0.365
1916,8,-0.33,1916-8,-0.24,-0.427
1916,9,-0.41,1916-9,-0.343,-0.642
1916,10,-0.247,1916-10,-0.294,-0.475
1916,11,-0.529,1916-11,-0.455,-0.86
1916,12,-1.321,1916-12,-1.257,-1.619
1917,1,-0.512,1917-1,-0.327,-0.905
1917,2,-0.899,1917-2,-0.616,-1.227
1917,3,-0.885,1917-3,-0.711,-1.359
1917,4,-0.511,1917-4,-0.387,-0.784
1917,5,-0.935,1917-5,-0.852,-1.177
1917,6,-0.636,1917-6,-0.421,-0.869
1917,7,-0.114,1917-7,-0.045,-0.218
1917,8,-0.399,1917-8,-0.194,-0.662
1917,9,-0.395,1917-9,-0.305,-0.645
1917,10,-0.74,1917-10,-0.59,-0.958
1917,11,-0.323,1917-11,-0.011,-0.574
1917,12,-1.392,1917-12,-1.371,-1.59
1918,1,-0.724,1918-1,-0.659,-1.092
1918,2,-0.78,1918-2,-0.814,-1.034
1918,3,-0.55,1918-3,-0.609,-0.717
1918,4,-0.726,1918-4,-0.625,-0.953
1918,5,-0.878,1918-5,-0.732,-1.071
1918,6,-0.601,1918-6,-0.546,-0.839
1918,7,-0.423,1918-7,-0.276,-0.683
1918,8,-0.527,1918-8,-0.383,-0.688
1918,9,-0.265,1918-9,0.111,-0.648
1918,10,0.136,1918-10,0.307,-0.075
1918,11,-0.444,1918-11,-0.481,-0.451
1918,12,-0.832,1918-12,-0.888,-0.963
1919,1,-0.446,1919-1,-0.461,-0.543
1919,2,-0.383,1919-2,-0.36,-0.647
1919,3,-0.632,1919-3,-0.543,-0.922
1919,4,0.096,1919-4,-0.016,0.056
1919,5,-0.427,1919-5,-0.473,-0.56
1919,6,-0.304,1919-6,-0.233,-0.469
1919,7,-0.149,1919-7,0.102,-0.263
1919,8,-0.128,1919-8,0.124,-0.282
1919,9,-0.19,1919-9,-0.035,-0.274
1919,10,0.029,1919-10,0.002,-0.036
1919,11,-0.671,1919-11,-0.507,-0.955
1919,12,-0.463,1919-12,-0.374,-0.613
1920,1,0.211,1920-1,0.312,-0.096
1920,2,-0.527,1920-2,-0.639,-0.59
1920,3,-0.124,1920-3,-0.282,-0.215
1920,4,-0.089,1920-4,-0.162,-0.187
1920,5,-0.257,1920-5,-0.088,-0.311
1920,6,-0.433,1920-6,-0.305,-0.471
1920,7,-0.164,1920-7,0.011,-0.188
1920,8,-0.255,1920-8,-0.063,-0.395
1920,9,-0.368,1920-9,-0.101,-0.563
1920,10,-0.3,1920-10,-0.157,-0.506
1920,11,-0.6,1920-11,-0.643,-0.7
1920,12,-1.026,1920-12,-0.936,-1.31
1921,1,0.325,1921-1,0.538,0.111
1921,2,-0.118,1921-2,0.163,-0.355
1921,3,-0.292,1921-3,-0.384,-0.408
1921,4,-0.061,1921-4,-0.062,-0.154
1921,5,-0.16,1921-5,0.022,-0.285
1921,6,-0.081,1921-6,0.096,-0.194
1921,7,0.018,1921-7,0.302,-0.133
1921,8,-0.401,1921-8,-0.165,-0.52
1921,9,-0.284,1921-9,-0.128,-0.456
1921,10,-0.036,1921-10,0.065,-0.232
1921,11,-0.279,1921-11,-0.427,-0.464
1921,12,0.01,1921-12,-0.021,-0.185
1922,1,-0.507,1922-1,-0.534,-0.635
1922,2,-0.886,1922-2,-0.734,-1.226
1922,3,-0.185,1922-3,-0.064,-0.6
1922,4,0.035,1922-4,0.151,-0.221
1922,5,-0.273,1922-5,-0.332,-0.44
1922,6,-0.182,1922-6,-0.09,-0.309
1922,7,-0.138,1922-7,0.024,-0.29
1922,8,-0.369,1922-8,-0.155,-0.511
1922,9,-0.391,1922-9,-0.229,-0.624
1922,10,-0.274,1922-10,-0.074,-0.457
1922,11,-0.111,1922-11,-0.099,-0.375
1922,12,-0.034,1922-12,-0.137,-0.165
1923,1,-0.131,1923-1,0.071,-0.316
1923,2,-0.688,1923-2,-0.7,-0.665
1923,3,-0.47,1923-3,-0.376,-0.634
1923,4,-0.62,1923-4,-0.656,-0.734
1923,5,-0.513,1923-5,-0.417,-0.599
1923,6,-0.242,1923-6,-0.153,-0.43
1923,7,-0.447,1923-7,-0.299,-0.536
1923,8,-0.329,1923-8,-0.219,-0.508
