Year,Month,Anomaly,Date,Max,Min
1972,10,0.083,1972-10,-0.023,0.129
1972,11,-0.317,1972-11,-0.549,-0.201
1972,12,0.118,1972-12,0.089,0.138
1973,1,0.411,1973-1,0.379,0.45
1973,2,0.673,1973-2,0.565,0.786
1973,3,0.499,1973-3,0.39,0.638
1973,4,0.602,1973-4,0.319,0.708
1973,5,0.416,1973-5,0.219,0.436
1973,6,0.335,1973-6,0.265,0.475
1973,7,0.086,1973-7,0.033,0.371
1973,8,-0.021,1973-8,0.064,0.192
1973,9,0.015,1973-9,-0.112,0.045
1973,10,0.359,1973-10,0.153,0.202
1973,11,0.115,1973-11,-0.027,0.092
1973,12,0.166,1973-12,0.26,0.104
1974,1,-0.363,1974-1,-0.634,-0.138
1974,2,-0.632,1974-2,-0.779,-0.498
1974,3,-0.131,1974-3,-0.274,0.055
1974,4,-0.003,1974-4,-0.074,0.163
1974,5,-0.154,1974-5,-0.247,-0.05
1974,6,-0.117,1974-6,-0.005,-0.065
1974,7,-0.065,1974-7,-0.12,0.071
1974,8,0.124,1974-8,-0.065,0.143
1974,9,-0.355,1974-9,-0.487,-0.352
1974,10,-0.16,1974-10,-0.139,-0.312
1974,11,-0.196,1974-11,-0.178,-0.317
1974,12,-0.124,1974-12,-0.361,0.1
1975,1,0.422,1975-1,0.369,0.503
1975,2,0.175,1975-2,0.062,0.304
1975,3,0.391,1975-3,0.224,0.423
1975,4,0.236,1975-4,0.139,0.46
1975,5,0.395,1975-5,0.326,0.327
1975,6,0.052,1975-6,0.009,0.092
1975,7,-0.005,1975-7,-0.034,-0.011
1975,8,-0.408,1975-8,-0.397,-0.341
1975,9,0.016,1975-9,-0.11,0.051
1975,10,0.058,1975-10,-0.1,-0.018
1975,11,-0.218,1975-11,-0.196,-0.376
1975,12,-0.008,1975-12,-0.014,-0.022
1976,1,0.261,1976-1,0.311,0.295
1976,2,-0.177,1976-2,-0.372,-0.036
1976,3,-0.814,1976-3,-0.868,-0.63
1976,4,-0.057,1976-4,-0.083,0.032
1976,5,-0.376,1976-5,-0.444,-0.352
1976,6,-0.414,1976-6,-0.246,-0.343
1976,7,-0.197,1976-7,-0.13,-0.287
1976,8,-0.365,1976-8,-0.4,-0.529
1976,9,-0.208,1976-9,-0.154,-0.328
1976,10,-0.749,1976-10,-0.997,-0.644
1976,11,-0.448,1976-11,-0.512,-0.418
1976,12,0.016,1976-12,0.053,-0.05
1977,1,-0.128,1977-1,-0.311,0.105
1977,2,0.249,1977-2,0.286,0.259
1977,3,0.389,1977-3,0.417,0.537
1977,4,0.506,1977-4,0.495,0.562
1977,5,0.476,1977-5,0.406,0.474
1977,6,0.395,1977-6,0.376,0.36
1977,7,0.28,1977-7,0.29,0.362
1977,8,0.227,1977-8,0.075,0.276
1977,9,-0.238,1977-9,-0.371,-0.163
1977,10,-0.095,1977-10,-0.142,-0.137
1977,11,0.431,1977-11,0.315,0.529
1977,12,0.084,1977-12,-0.066,0.166
1978,1,0.089,1978-1,-0.109,0.174
1978,2,0.245,1978-2,-0.009,0.202
1978,3,0.288,1978-3,0.084,0.391
1978,4,0.447,1978-4,0.379,0.568
1978,5,0.034,1978-5,-0.09,0.167
1978,6,-0.267,1978-6,-0.353,-0.042
1978,7,-0.002,1978-7,-0.216,0.207
1978,8,-0.576,1978-8,-0.72,-0.59
1978,9,-0.065,1978-9,-0.328,-0.087
1978,10,0.087,1978-10,-0.059,0.037
1978,11,0.242,1978-11,0.032,0.285
1978,12,0.08,1978-12,0.131,-0.066
1979,1,0.059,1979-1,-0.05,0.062
1979,2,-0.383,1979-2,-0.41,-0.381
1979,3,0.114,1979-3,0.11,0.327
1979,4,0.11,1979-4,0.031,0.13
1979,5,-0.186,1979-5,-0.124,0.174
1979,6,-0.056,1979-6,0.14,0.079
1979,7,-0.241,1979-7,-0.117,-0.186
1979,8,-0.038,1979-8,-0.125,0.023
1979,9,0.134,1979-9,0.127,0.2
1979,10,0.333,1979-10,0.355,0.299
1979,11,0.174,1979-11,0.118,0.145
1979,12,0.943,1979-12,0.909,0.878
1980,1,0.334,1980-1,0.355,0.264
1980,2,0.436,1980-2,0.321,0.5
1980,3,0.043,1980-3,0.027,0.079
1980,4,0.563,1980-4,0.565,0.603
1980,5,0.407,1980-5,0.461,0.505
1980,6,0.089,1980-6,0.098,0.145
1980,7,0.376,1980-7,0.434,0.436
1980,8,0.319,1980-8,0.202,0.287
1980,9,0.233,1980-9,0.125,0.142
1980,10,0.292,1980-10,0.149,0.318
1980,11,0.568,1980-11,0.502,0.581
1980,12,0.342,1980-12,0.346,0.301
1981,1,1.181,1981-1,1.15,1.418
1981,2,0.813,1981-2,0.745,0.946
1981,3,0.914,1981-3,0.836,1.026
1981,4,0.597,1981-4,0.528,0.625
1981,5,0.153,1981-5,0.266,0.361
1981,6,0.27,1981-6,0.361,0.353
1981,7,0.36,1981-7,0.366,0.579
1981,8,0.621,1981-8,0.679,0.757
1981,9,0.105,1981-9,0.016,0.178
1981,10,0.114,1981-10,0.007,0.039
1981,11,0.136,1981-11,0.009,0.216
1981,12,0.846,1981-12,0.98,0.695
1982,1,-0.071,1982-1,-0.008,-0.076
1982,2,0.073,1982-2,-0.085,0.291
1982,3,-0.444,1982-3,-0.646,-0.262
1982,4,0.123,1982-4,0.005,0.394
1982,5,-0.011,1982-5,-0.044,0.167
1982,6,-0.237,1982-6,-0.155,-0.171
1982,7,0.199,1982-7,0.204,0.361
1982,8,-0.07,1982-8,-0.161,0.219
1982,9,-0.05,1982-9,-0.246,0.161
1982,10,-0.023,1982-10,-0.177,0.146
1982,11,-0.146,1982-11,-0.372,0.205
1982,12,0.678,1982-12,0.549,0.914
1983,1,0.834,1983-1,0.642,1.108
1983,2,0.616,1983-2,0.512,0.843
1983,3,0.364,1983-3,0.302,0.657
1983,4,0.347,1983-4,0.207,0.671
1983,5,0.401,1983-5,0.307,0.705
1983,6,-0.007,1983-6,-0.028,0.148
1983,7,0.058,1983-7,0.071,0.247
1983,8,0.441,1983-8,0.447,0.561
1983,9,0.604,1983-9,0.502,0.659
1983,10,0.231,1983-10,0.076,0.338
1983,11,0.645,1983-11,0.658,0.678
1983,12,0.172,1983-12,0.217,0.286
1984,1,0.325,1984-1,0.225,0.523
1984,2,-0.125,1984-2,-0.163,0.001
1984,3,0.345,1984-3,0.302,0.508
1984,4,0.067,1984-4,0.082,0.194
1984,5,0.632,1984-5,0.68,0.785
1984,6,-0.117,1984-6,-0.214,0.016
1984,7,0.063,1984-7,0.036,0.36
1984,8,0.085,1984-8,0.119,0.125
1984,9,-0.077,1984-9,-0.185,0.073
1984,10,0.12,1984-10,-0.125,0.345
1984,11,-0.291,1984-11,-0.456,-0.1
1984,12,-0.48,1984-12,-0.67,-0.24
1985,1,0.397,1985-1,0.288,0.561
1985,2,-0.51,1985-2,-0.607,-0.402
1985,3,0.14,1985-3,0.001,0.429
1985,4,0.262,1985-4,0.162,0.491
1985,5,0.065,1985-5,0.023,0.344
1985,6,0.077,1985-6,0.082,0.255
1985,7,-0.358,1985-7,-0.405,-0.236
1985,8,0.189,1985-8,0.152,0.338
1985,9,-0.128,1985-9,-0.291,0.077
1985,10,0.07,1985-10,-0.242,0.37
1985,11,-0.136,1985-11,-0.343,0
1985,12,0.142,1985-12,0.014,0.265
1986,1,0.698,1986-1,0.712,0.759
1986,2,0.787,1986-2,0.742,0.846
1986,3,0.453,1986-3,0.416,0.61
1986,4,0.507,1986-4,0.498,0.729
1986,5,0.241,1986-5,0.228,0.47
1986,6,-0.072,1986-6,-0.051,0.111
1986,7,-0.045,1986-7,-0.041,0.187
1986,8,0.101,1986-8,0.201,0.235
1986,9,-0.256,1986-9,-0.283,-0.047
1986,10,0.061,1986-10,-0.205,0.233
1986,11,-0.164,1986-11,-0.424,0.044
1986,12,0.113,1986-12,0.006,0.242
1987,1,0.53,1987-1,0.617,0.445
1987,2,0.93,1987-2,0.863,1.067
1987,3,-0.069,1987-3,-0.047,0.053
1987,4,0.25,1987-4,0.33,0.292
1987,5,0.166,1987-5,0.126,0.355
1987,6,0.436,1987-6,0.46,0.532
1987,7,0.544,1987-7,0.626,0.726
1987,8,0.03,1987-8,0.028,0.191
1987,9,0.362,1987-9,0.279,0.418
1987,10,0.354,1987-10,0.18,0.476
1987,11,-0.056,1987-11,-0.103,0.022
1987,12,0.844,1987-12,0.83,0.907
1988,1,0.864,1988-1,0.773,0.964
1988,2,0.222,1988-2,0.212,0.417
1988,3,0.595,1988-3,0.556,0.862
1988,4,0.651,1988-4,0.716,0.872
1988,5,0.513,1988-5,0.508,0.722
1988,6,0.609,1988-6,0.726,0.733
1988,7,0.413,1988-7,0.455,0.627
1988,8,0.667,1988-8,0.541,0.852
1988,9,0.606,1988-9,0.456,0.714
1988,10,0.744,1988-10,0.716,0.75
1988,11,0.197,1988-11,0.215,0.154
1988,12,0.733,1988-12,0.679,0.795
1989,1,0.102,1989-1,0.068,0.182
1989,2,0.419,1989-2,0.384,0.527
1989,3,0.475,1989-3,0.477,0.679
1989,4,0.364,1989-4,0.356,0.4
1989,5,-0.085,1989-5,-0.019,0.1
1989,6,0.015,1989-6,-0.015,0.283
1989,7,0.273,1989-7,0.307,0.428
1989,8,0.269,1989-8,0.294,0.357
1989,9,0.309,1989-9,0.309,0.284
1989,10,0.517,1989-10,0.526,0.438
1989,11,0.091,1989-11,0.058,0.091
1989,12,0.785,1989-12,0.762,0.864
1990,1,0.654,1990-1,0.489,0.896
1990,2,0.457,1990-2,0.351,0.679
1990,3,1.388,1990-3,1.539,1.618
1990,4,0.821,1990-4,0.824,0.991
1990,5,0.468,1990-5,0.487,0.652
1990,6,0.404,1990-6,0.528,0.55
1990,7,0.438,1990-7,0.408,0.613
1990,8,0.229,1990-8,0.265,0.333
1990,9,0.123,1990-9,0.129,0.213
1990,10,0.633,1990-10,0.715,0.652
1990,11,0.809,1990-11,0.914,0.732
1990,12,0.784,1990-12,0.873,0.741
1991,1,0.619,1991-1,0.429,0.877
1991,2,0.851,1991-2,0.843,0.974
1991,3,0.256,1991-3,0.2,0.452
1991,4,0.9,1991-4,0.885,1.061
1991,5,0.265,1991-5,0.254,0.573
1991,6,0.795,1991-6,0.691,0.932
1991,7,0.644,1991-7,0.579,0.742
1991,8,0.468,1991-8,0.383,0.466
1991,9,0.585,1991-9,0.618,0.569
1991,10,0.504,1991-10,0.58,0.462
1991,11,0.347,1991-11,0.237,0.467
1991,12,0.437,1991-12,0.233,0.606
1992,1,0.975,1992-1,0.831,1.152
1992,2,0.708,1992-2,0.569,0.896
1992,3,0.641,1992-3,0.478,0.833
1992,4,0.209,1992-4,0.111,0.427
1992,5,0.181,1992-5,0.149,0.384
1992,6,0.076,1992-6,0.125,0.229
1992,7,-0.205,1992-7,-0.199,-0.111
1992,8,-0.1,1992-8,-0.179,-0.007
1992,9,-0.417,1992-9,-0.601,-0.271
1992,10,0.097,1992-10,0.155,0.019
1992,11,-0.207,1992-11,-0.335,-0.194
1992,12,0.438,1992-12,0.391,0.581
1993,1,0.702,1993-1,0.583,0.866
1993,2,0.562,1993-2,0.495,0.686
1993,3,0.607,1993-3,0.613,0.691
1993,4,0.329,1993-4,0.373,0.469
1993,5,0.122,1993-5,0.097,0.296
1993,6,0.035,1993-6,0.064,0.197
1993,7,0.218,1993-7,0.176,0.391
1993,8,-0.028,1993-8,-0.053,0.067
1993,9,-0.151,1993-9,-0.213,-0.134
1993,10,0.37,1993-10,0.314,0.381
1993,11,-0.361,1993-11,-0.553,-0.293
1993,12,0.403,1993-12,0.266,0.472
1994,1,0.426,1994-1,0.262,0.522
1994,2,-0.395,1994-2,-0.351,-0.29
1994,3,0.405,1994-3,0.51,0.505
1994,4,0.655,1994-4,0.714,0.787
1994,5,0.311,1994-5,0.399,0.289
1994,6,0.642,1994-6,0.661,0.726
1994,7,0.297,1994-7,0.346,0.433
1994,8,0.085,1994-8,0.162,0.136
1994,9,0.431,1994-9,0.443,0.429
1994,10,0.748,1994-10,0.608,0.885
1994,11,0.67,1994-11,0.625,0.69
1994,12,0.449,1994-12,0.312,0.575
1995,1,0.924,1995-1,0.853,1.051
1995,2,1.459,1995-2,1.376,1.608
1995,3,0.625,1995-3,0.518,0.81
1995,4,0.622,1995-4,0.653,0.827
1995,5,0.204,1995-5,0.141,0.374
1995,6,0.648,1995-6,0.818,0.645
1995,7,0.752,1995-7,0.783,0.821
1995,8,0.769,1995-8,0.801,0.693
1995,9,0.472,1995-9,0.496,0.539
1995,10,0.836,1995-10,0.683,0.866
1995,11,0.641,1995-11,0.705,0.553
1995,12,0.471,1995-12,0.362,0.53
1996,1,0.261,1996-1,0.28,0.286
1996,2,0.761,1996-2,0.857,0.728
1996,3,0.192,1996-3,0.211,0.325
1996,4,0.32,1996-4,0.301,0.411
1996,5,0.215,1996-5,0.22,0.354
1996,6,0.177,1996-6,0.166,0.302
1996,7,0.468,1996-7,0.568,0.599
1996,8,0.716,1996-8,0.779,0.778
1996,9,0.225,1996-9,0.093,0.361
1996,10,0.258,1996-10,0.185,0.291
1996,11,0.407,1996-11,0.297,0.522
1996,12,0.657,1996-12,0.772,0.571
1997,1,0.584,1997-1,0.505,0.672
1997,2,0.546,1997-2,0.538,0.608
1997,3,0.655,1997-3,0.595,0.793
1997,4,0.521,1997-4,0.533,0.601
1997,5,0.21,1997-5,0.15,0.386
1997,6,0.626,1997-6,0.657,0.754
1997,7,0.17,1997-7,0.171,0.304
1997,8,0.356,1997-8,0.487,0.415
1997,9,0.591,1997-9,0.627,0.559
1997,10,0.859,1997-10,0.685,1.025
1997,11,0.74,1997-11,0.538,0.86
1997,12,0.771,1997-12,0.574,0.928
1998,1,0.752,1998-1,0.48,1.01
1998,2,1.607,1998-2,1.563,1.715
1998,3,0.677,1998-3,0.68,0.894
1998,4,0.983,1998-4,0.973,1.055
1998,5,0.915,1998-5,0.946,0.947
1998,6,1.033,1998-6,1.13,1.197
1998,7,0.985,1998-7,0.898,1.214
1998,8,1.007,1998-8,0.869,1.214
1998,9,0.564,1998-9,0.427,0.747
1998,10,0.693,1998-10,0.517,0.83
1998,11,0.309,1998-11,0.21,0.399
1998,12,1.03,1998-12,1.025,1.008
1999,1,0.929,1999-1,0.798,1.062
1999,2,1.463,1999-2,1.496,1.527
1999,3,0.178,1999-3,0.186,0.347
1999,4,0.431,1999-4,0.509,0.545
1999,5,0.313,1999-5,0.381,0.401
1999,6,0.527,1999-6,0.56,0.623
1999,7,0.482,1999-7,0.452,0.687
1999,8,0.469,1999-8,0.508,0.554
1999,9,0.615,1999-9,0.533,0.704
1999,10,0.735,1999-10,0.568,0.843
1999,11,0.483,1999-11,0.443,0.466
1999,12,0.927,1999-12,0.895,0.982
2000,1,0.356,2000-1,0.271,0.501
2000,2,0.983,2000-2,0.92,1.152
2000,3,0.874,2000-3,0.97,0.976
2000,4,1.201,2000-4,1.225,1.305
2000,5,0.515,2000-5,0.495,0.593
2000,6,0.564,2000-6,0.578,0.67
2000,7,0.483,2000-7,0.573,0.59
2000,8,0.651,2000-8,0.646,0.667
2000,9,0.45,2000-9,0.443,0.409
2000,10,0.225,2000-10,0.04,0.358
2000,11,0.184,2000-11,-0.035,0.368
2000,12,0.209,2000-12,0.089,0.351
2001,1,0.736,2001-1,0.769,0.732
2001,2,0.528,2001-2,0.563,0.495
2001,3,0.9,2001-3,0.93,1.005
2001,4,0.88,2001-4,0.895,0.845
2001,5,0.908,2001-5,0.981,0.927
2001,6,0.606,2001-6,0.635,0.621
2001,7,0.798,2001-7,0.8,0.898
2001,8,0.548,2001-8,0.666,0.495
2001,9,0.626,2001-9,0.632,0.646
2001,10,0.664,2001-10,0.577,0.722
2001,11,1.223,2001-11,1.22,1.28
2001,12,0.872,2001-12,0.792,1
2002,1,1.419,2002-1,1.389,1.486
2002,2,1.491,2002-2,1.568,1.546
2002,3,1.444,2002-3,1.587,1.445
2002,4,0.877,2002-4,0.905,0.92
2002,5,0.873,2002-5,0.965,0.787
2002,6,0.589,2002-6,0.634,0.588
2002,7,0.98,2002-7,1.099,0.849
2002,8,0.667,2002-8,0.766,0.61
2002,9,0.857,2002-9,0.916,0.731
2002,10,0.712,2002-10,0.625,0.823
2002,11,0.776,2002-11,0.812,0.753
2002,12,0.377,2002-12,0.318,0.485
2003,1,1.378,2003-1,1.468,1.324
2003,2,0.882,2003-2,0.838,1
2003,3,0.726,2003-3,0.76,0.802
2003,4,0.794,2003-4,0.807,0.839
2003,5,0.786,2003-5,0.904,0.784
2003,6,0.514,2003-6,0.527,0.616
2003,7,0.635,2003-7,0.665,0.661
2003,8,0.803,2003-8,0.821,0.781
2003,9,0.814,2003-9,0.776,0.795
2003,10,1.136,2003-10,1.152,1.122
2003,11,0.606,2003-11,0.507,0.662
2003,12,1.463,2003-12,1.461,1.479
2004,1,0.939,2004-1,0.816,1.113
2004,2,1.284,2004-2,1.269,1.29
2004,3,1.005,2004-3,1.066,0.961
2004,4,0.884,2004-4,0.848,0.909
2004,5,0.178,2004-5,0.072,0.288
2004,6,0.406,2004-6,0.382,0.466
2004,7,-0.042,2004-7,-0.045,0.068
2004,8,0.308,2004-8,0.37,0.226
2004,9,0.503,2004-9,0.526,0.475
2004,10,0.863,2004-10,0.839,0.867
2004,11,1.215,2004-11,1.122,1.26
2004,12,0.619,2004-12,0.528,0.73
2005,1,1.182,2005-1,0.961,1.403
2005,2,0.721,2005-2,0.606,0.91
2005,3,1.227,2005-3,1.136,1.379
2005,4,1.228,2005-4,1.285,1.261
2005,5,0.873,2005-5,0.845,0.95
2005,6,0.97,2005-6,0.883,1.252
2005,7,0.82,2005-7,0.798,1.006
2005,8,0.642,2005-8,0.61,0.763
2005,9,1.127,2005-9,1.228,1.01
2005,10,1.367,2005-10,1.281,1.368
2005,11,1.326,2005-11,1.283,1.348
2005,12,1.239,2005-12,1.212,1.288
2006,1,0.692,2006-1,0.539,0.863
2006,2,1.197,2006-2,1.262,1.235
2006,3,0.986,2006-3,1.064,1.067
2006,4,0.683,2006-4,0.77,0.637
2006,5,0.41,2006-5,0.53,0.328
2006,6,0.964,2006-6,1.115,0.901
2006,7,0.639,2006-7,0.819,0.635
2006,8,1.015,2006-8,1.151,1.008
2006,9,0.769,2006-9,0.897,0.685
2006,10,1.066,2006-10,0.932,1.189
2006,11,0.846,2006-11,0.781,0.87
2006,12,1.371,2006-12,1.283,1.453
2007,1,1.997,2007-1,1.977,1.992
2007,2,1.039,2007-2,1.144,0.992
2007,3,1.141,2007-3,1.288,1.101
2007,4,1.453,2007-4,1.6,1.507
2007,5,1.17,2007-5,1.233,1.18
2007,6,0.817,2007-6,0.969,0.783
2007,7,0.843,2007-7,0.992,0.918
2007,8,0.852,2007-8,0.995,0.868
2007,9,0.841,2007-9,0.945,0.816
2007,10,1.091,2007-10,1.11,0.995
2007,11,0.995,2007-11,1.109,0.844
2007,12,0.897,2007-12,0.782,1.011
2008,1,0.279,2008-1,0.091,0.447
2008,2,0.396,2008-2,0.501,0.337
2008,3,1.582,2008-3,1.81,1.47
2008,4,0.942,2008-4,1.182,0.813
2008,5,0.68,2008-5,0.841,0.628
2008,6,0.65,2008-6,0.789,0.628
2008,7,0.806,2008-7,0.916,0.899
2008,8,0.464,2008-8,0.511,0.47
2008,9,0.71,2008-9,0.704,0.759
2008,10,1.177,2008-10,1.087,1.246
2008,11,1.14,2008-11,1.096,1.174
2008,12,0.758,2008-12,0.724,0.749
2009,1,1.115,2009-1,1.091,1.091
2009,2,0.912,2009-2,0.877,0.986
2009,3,0.81,2009-3,0.874,0.801
2009,4,0.981,2009-4,1.084,0.986
2009,5,0.797,2009-5,0.832,0.803
2009,6,0.744,2009-6,0.836,0.801
2009,7,0.91,2009-7,1.02,0.982
2009,8,0.806,2009-8,0.954,0.764
2009,9,1.082,2009-9,1.095,1.041
2009,10,0.869,2009-10,0.783,0.93
2009,11,0.953,2009-11,0.917,1.038
2009,12,0.682,2009-12,0.592,0.772
2010,1,1.12,2010-1,1.115,1.138
2010,2,1.182,2010-2,1.098,1.38
2010,3,1.4,2010-3,1.437,1.441
2010,4,1.325,2010-4,1.357,1.403
2010,5,1.075,2010-5,0.977,1.183
2010,6,0.91,2010-6,0.955,0.92
2010,7,0.836,2010-7,0.837,1.05
2010,8,0.909,2010-8,1.003,0.869
2010,9,0.809,2010-9,0.692,0.887
2010,10,1.2,2010-10,1.091,1.299
2010,11,1.4,2010-11,1.527,1.357
2010,12,0.67,2010-12,0.788,0.591
2011,1,0.709,2011-1,0.66,0.82
2011,2,0.547,2011-2,0.516,0.634
2011,3,0.77,2011-3,0.726,0.96
2011,4,1.117,2011-4,1.155,1.173
2011,5,0.619,2011-5,0.674,0.638
2011,6,0.872,2011-6,0.955,0.896
2011,7,1.142,2011-7,1.242,1.207
2011,8,1.207,2011-8,1.33,1.148
2011,9,0.835,2011-9,0.959,0.645
2011,10,1.137,2011-10,1.058,1.239
2011,11,0.749,2011-11,0.713,0.841
2011,12,1.072,2011-12,1.005,1.094
2012,1,0.598,2012-1,0.603,0.637
2012,2,0.439,2012-2,0.434,0.497
2012,3,0.715,2012-3,0.775,0.707
2012,4,1.34,2012-4,1.357,1.381
2012,5,1.234,2012-5,1.399,1.097
2012,6,0.991,2012-6,1.095,0.931
2012,7,0.745,2012-7,0.889,0.697
2012,8,0.858,2012-8,1.009,0.714
2012,9,0.939,2012-9,1.091,0.765
2012,10,1.169,2012-10,1.134,1.146
2012,11,1.062,2012-11,1.004,1.15
2012,12,0.45,2012-12,0.42,0.539
2013,1,1.122,2013-1,1.146,1.142
2013,2,1.029,2013-2,1.047,1.02
2013,3,0.943,2013-3,1.14,0.82
2013,4,0.691,2013-4,0.76,0.699
2013,5,0.869,2013-5,0.93,0.852
2013,6,1.081,2013-6,1.139,1.101
2013,7,0.672,2013-7,0.673,0.793
2013,8,0.912,2013-8,0.921,0.906
2013,9,1.088,2013-9,1.027,1.13
2013,10,1.015,2013-10,0.986,1.064
2013,11,1.337,2013-11,1.305,1.376
2013,12,1.095,2013-12,1.023,1.17
2014,1,1.155,2014-1,1.214,1.104
2014,2,0.289,2014-2,0.243,0.407
2014,3,1.049,2014-3,1.153,1.035
2014,4,1.225,2014-4,1.226,1.23
2014,5,1.216,2014-5,1.16,1.244
2014,6,0.854,2014-6,0.834,0.882
2014,7,0.532,2014-7,0.588,0.552
2014,8,1.032,2014-8,1.173,0.962
2014,9,1.02,2014-9,0.985,1.065
2014,10,1.103,2014-10,1.101,1.077
2014,11,0.625,2014-11,0.625,0.678
2014,12,1.215,2014-12,1.1,1.343
2015,1,1.307,2015-1,1.347,1.351
2015,2,1.458,2015-2,1.614,1.369
2015,3,1.425,2015-3,1.478,1.492
2015,4,0.955,2015-4,0.961,1.049
2015,5,1.002,2015-5,1.067,0.968
2015,6,1.039,2015-6,1.088,1.04
2015,7,0.728,2015-7,0.809,0.749
2015,8,0.921,2015-8,0.999,0.828
2015,9,0.91,2015-9,0.942,0.806
2015,10,1.527,2015-10,1.446,1.613
2015,11,1.331,2015-11,1.172,1.443
2015,12,1.812,2015-12,1.662,2
2016,1,1.585,2016-1,1.482,1.716
2016,2,2.19,2016-2,2.313,2.143
2016,3,2.163,2016-3,2.157,2.319
2016,4,1.809,2016-4,1.791,1.835
2016,5,1.268,2016-5,1.157,1.337
2016,6,0.905,2016-6,0.913,0.909
2016,7,0.955,2016-7,0.939,1.06
2016,8,1.469,2016-8,1.501,1.343
2016,9,1.084,2016-9,1.064,1.075
2016,10,1.032,2016-10,0.823,1.138
2016,11,1.1,2016-11,1.13,1.059
2016,12,1.264,2016-12,1.274,1.289
2017,1,1.569,2017-1,1.501,1.6
2017,2,1.747,2017-2,1.702,1.808
2017,3,1.851,2017-3,1.863,1.918
2017,4,1.299,2017-4,1.216,1.373
2017,5,1.266,2017-5,1.263,1.243
2017,6,0.829,2017-6,0.915,0.752
2017,7,1.029,2017-7,1.13,0.893
2017,8,1.079,2017-8,1.151,1.029
2017,9,0.938,2017-9,0.97,0.856
2017,10,1.32,2017-10,1.206,1.322
2017,11,1.021,2017-11,1.001,1.035
2017,12,1.474,2017-12,1.461,1.522
2018,1,1.15,2018-1,1.176,1.166
2018,2,1.08,2018-2,1.121,1.091
2018,3,1.357,2018-3,1.508,1.249
2018,4,1.354,2018-4,1.422,1.249
2018,5,1.123,2018-5,1.15,1.058
2018,6,1.072,2018-6,1.102,1.081
2018,7,1.148,2018-7,1.177,1.179
2018,8,0.964,2018-8,1.094,1.006
2018,9,0.834,2018-9,0.834,0.823
2018,10,1.363,2018-10,1.191,1.472
2018,11,0.804,2018-11,0.651,0.902
2018,12,1.213,2018-12,1.067,1.296
2019,1,1.386,2019-1,1.442,1.315
2019,2,1.185,2019-2,1.17,1.264
2019,3,1.818,2019-3,1.86,1.816
2019,4,1.525,2019-4,1.506,1.545
2019,5,1.04,2019-5,1.01,1.108
2019,6,1.075,2019-6,1.153,1.013
2019,7,1.139,2019-7,1.194,1.103
2019,8,1.101,2019-8,1.162,1.059
2019,9,1.222,2019-9,1.172,1.081
2019,10,1.48,2019-10,1.315,1.572
2019,11,1.187,2019-11,1.117,1.193
2019,12,1.756,2019-12,1.788,1.686
